Ticker,Short Name,  Market Cap  ,, Exchange ,,GICS Sector Name
AZO US Equity,AUTOZONE INC,"21,623,810,048",,New York,,Consumer Discretionary
NEM US Equity,NEWMONT MINING,"21,499,691,008",,New York,,Materials
ETP US Equity,ENERGY TRANSF PA,"21,495,701,504",,New York,,Energy
MYL US Equity,MYLAN NV,"21,380,413,440",,NASDAQ GS,,Health Care
WMB US Equity,WILLIAMS COS INC,"21,318,674,432",,New York,,Energy
BHI US Equity,BAKER HUGHES INC,"21,300,932,608",,New York,,Energy
CMI US Equity,CUMMINS INC,"21,275,770,880",,New York,,Industrials
LB US Equity,L BRANDS INC,"21,216,243,712",,New York,,Consumer Discretionary
XEL US Equity,XCEL ENERGY INC,"21,186,711,552",,New York,,Utilities
HSY US Equity,HERSHEY CO/THE,"21,169,717,248",,New York,,Consumer Staples
MCO US Equity,MOODY'S CORP,"21,043,388,416",,New York,,Financials
BEN US Equity,FRANKLIN RES INC,"20,826,787,840",,New York,,Financials
ABC US Equity,AMERISOURCEBERGE,"20,801,232,896",,New York,,Health Care
PCAR US Equity,PACCAR INC,"20,754,782,208",,NASDAQ GS,,Industrials
DG US Equity,DOLLAR GENERAL C,"20,657,489,920",,New York,,Consumer Discretionary
OMC US Equity,OMNICOM GROUP,"20,507,867,136",,New York,,Consumer Discretionary
CAG US Equity,CONAGRA FOODS,"20,491,098,112",,New York,,Consumer Staples
SIRI US Equity,SIRIUS XM HOLDIN,"20,389,576,704",,NASDAQ GS,,Consumer Discretionary
HRL US Equity,HORMEL FOODS CRP,"20,353,064,960",,New York,,Consumer Staples
IP US Equity,INTL PAPER CO,"20,198,242,304",,New York,,Materials
SCCO US Equity,SOUTHERN COPPER,"20,194,068,480",,New York,,Materials
IX US Equity,ORIX-ADR,"19,921,788,928",,New York,,Financials
DLTR US Equity,DOLLAR TREE INC,"19,595,294,720",,NASDAQ GS,,Consumer Discretionary
VNO US Equity,VORNADO RLTY TST,"19,588,759,552",,New York,,Real Estate
APA US Equity,APACHE CORP,"19,460,610,048",,New York,,Energy
TYC US Equity,TYCO INTERNATION,"19,431,569,408",,#N/A Field Not Applicable,,Industrials
BF/B US Equity,BROWN-FORMAN -B,"19,430,574,080",,New York,,Consumer Staples
BF/A US Equity,BROWN-FORMAN -A,"19,430,574,080",,New York,,Consumer Staples
ADI US Equity,ANALOG DEVICES,"19,416,995,840",,NASDAQ GS,,Information Technology
AAL US Equity,AMERICAN AIRLINE,"19,357,734,912",,NASDAQ GS,,Industrials
APH US Equity,AMPHENOL CORP-A,"19,319,982,080",,New York,,Information Technology
DLPH US Equity,DELPHI AUTOMOTIV,"19,139,901,440",,New York,,Consumer Discretionary
WEC US Equity,WEC ENERGY GROUP,"19,113,945,088",,New York,,Utilities
PGR US Equity,PROGRESSIVE CORP,"18,894,802,944",,New York,,Financials
CLR US Equity,CONTL RES INC/OK,"18,836,711,424",,New York,,Energy
NLSN US Equity,NIELSEN HOLDINGS,"18,821,400,576",,New York,,Industrials
RYAAY US Equity,RYANAIR HLDG-ADR,"18,813,720,576",,NASDAQ GS,,Industrials
CCE US Equity,COCA-COLA EUROPE,"18,796,161,024",,New York,,Consumer Staples
ETE US Equity,ENERGY TRANSFER,"18,639,073,280",,New York,,Energy
SWK US Equity,STANLEY BLACK &,"18,624,237,568",,New York,,Industrials
MT US Equity,ARCELORMITTAL-NY,"18,516,891,648",,New York,,Materials
CXO US Equity,CONCHO RESOURCES,"18,512,250,880",,New York,,Energy
ROP US Equity,ROPER TECHNOLOGI,"18,459,150,336",,New York,,Industrials
FTV US Equity,FORTIVE CORP,"18,446,905,344",,New York,,Industrials
MTB US Equity,M&T BANK CORP,"18,395,293,696",,New York,,Financials
EC US Equity,ECOPETROL-SP ADR,"18,358,603,776",,New York,,Energy
HCP US Equity,HCP INC,"18,273,161,216",,New York,,Real Estate
NMR US Equity,NOMURA HLDGS-ADR,"18,271,848,448",,New York,,Financials
MAR US Equity,MARRIOTT INTL-A,"18,052,255,744",,NASDAQ GS,,Consumer Discretionary
LVLT US Equity,LEVEL 3 COMM INC,"18,022,993,920",,New York,,Telecommunication Services
PKX US Equity,POSCO-SPON ADR,"17,946,537,984",,New York,,Materials
CPB US Equity,CAMPBELL SOUP CO,"17,818,193,920",,New York,,Consumer Staples
KYO US Equity,KYOCERA CORP-ADR,"17,785,835,520",,New York,,Information Technology
WDAY US Equity,WORKDAY INC-A,"17,707,020,288",,New York,,Information Technology
IR US Equity,INGERSOLL-RAND,"17,680,631,808",,New York,,Industrials
SHG US Equity,SHINHAN FINA-ADR,"17,583,321,088",,New York,,Financials
DPS US Equity,DR PEPPER SNAPPL,"17,513,316,352",,New York,,Consumer Staples
RSG US Equity,REPUBLIC SVCS,"17,512,538,112",,New York,,Industrials
WLTW US Equity,WILLIS TOWERS WA,"17,467,559,936",,NASDAQ GS,,Financials
MU US Equity,MICRON TECH,"17,341,122,560",,NASDAQ GS,,Information Technology
ES US Equity,EVERSOURCE ENERG,"17,246,545,920",,New York,,Utilities
AMTD US Equity,TD AMERITRADE HO,"17,222,365,184",,NASDAQ GS,,Financials
TROW US Equity,T ROWE PRICE GRP,"17,217,206,272",,NASDAQ GS,,Financials
O US Equity,REALTY INCOME,"17,135,392,768",,New York,,Real Estate
CLX US Equity,CLOROX CO,"17,086,084,096",,New York,,Consumer Staples
HES US Equity,HESS CORP,"16,809,074,688",,New York,,Energy
EXPE US Equity,EXPEDIA INC,"16,794,624,000",,NASDAQ GS,,Consumer Discretionary
INFO US Equity,IHS MARKIT LTD,"16,788,537,344",,NASDAQ GS,,Industrials
SSL US Equity,SASOL LTD-SP ADR,"16,786,308,096",,New York,,Energy
TI/A US Equity,TELECOM ITAL-ADR,"16,738,013,184",,New York,,Telecommunication Services
TI US Equity,TELECOM ITAL-ADR,"16,738,013,184",,New York,,Telecommunication Services
DTE US Equity,DTE ENERGY CO,"16,723,379,200",,New York,,Utilities
PH US Equity,PARKER HANNIFIN,"16,538,118,144",,New York,,Industrials
UAL US Equity,UNITED CONTINENT,"16,471,839,744",,New York,,Industrials
SJM US Equity,JM SMUCKER CO,"16,469,651,456",,New York,,Consumer Staples
BMRN US Equity,BIOMARIN PHARMAC,"16,348,968,960",,NASDAQ GS,,Health Care
AMP US Equity,AMERIPRISE FINAN,"16,321,266,688",,New York,,Financials
BCR US Equity,CR BARD INC,"16,248,895,488",,New York,,Health Care
TS US Equity,TENARIS-ADR,"16,167,451,648",,New York,,Energy
MMP US Equity,MAGELLAN MIDSTRE,"16,129,379,328",,New York,,Energy
VIAB US Equity,VIACOM INC-B,"16,063,845,376",,NASDAQ GS,,Consumer Discretionary
VIA US Equity,VIACOM INC-A,"16,063,845,376",,NASDAQ GS,,Consumer Discretionary
EFX US Equity,EQUIFAX INC,"16,010,029,056",,New York,,Industrials
TV US Equity,GRUPO TELEV-ADR,"16,008,755,200",,New York,,Consumer Discretionary
NTRS US Equity,NORTHERN TRUST,"16,008,648,704",,NASDAQ GS,,Financials
UA/C US Equity,UNDER ARMO-C,"15,920,035,840",,New York,,Consumer Discretionary
UA US Equity,UNDER ARMOUR-A,"15,920,035,840",,New York,,Consumer Discretionary
MHK US Equity,MOHAWK INDS,"15,866,602,496",,New York,,Consumer Discretionary
KOF US Equity,COCA-COLA F-ADR,"15,841,271,808",,New York,,Consumer Staples
HIG US Equity,HARTFORD FINL SV,"15,820,810,240",,New York,,Financials
SKM US Equity,SK TELEC-SPN ADR,"15,805,974,528",,New York,,Telecommunication Services
NUE US Equity,NUCOR CORP,"15,608,978,432",,New York,,Materials
DISCK US Equity,DISCOVERY COMM-C,"15,592,154,112",,NASDAQ GS,,Consumer Discretionary
DISCA US Equity,DISCOVERY COMM-A,"15,592,154,112",,NASDAQ GS,,Consumer Discretionary
DISCB US Equity,DISCOVERY COMM-B,"15,592,154,112",,NASDAQ GS,,Consumer Discretionary
MJN US Equity,MEAD JOHNSON,"15,548,270,592",,New York,,Consumer Staples
FLT US Equity,FLEETCOR TECHNOL,"15,515,208,704",,New York,,Information Technology
INCY US Equity,INCYTE CORP,"15,419,999,232",,NASDAQ GS,,Health Care
FITB US Equity,FIFTH THIRD BANC,"15,404,126,208",,NASDAQ GS,,Financials
GPC US Equity,GENUINE PARTS CO,"15,399,184,384",,New York,,Consumer Discretionary
ULTA US Equity,ULTA SALON COSME,"15,371,651,072",,NASDAQ GS,,Consumer Discretionary
TDG US Equity,TRANSDIGM GROUP,"15,359,621,120",,New York,,Industrials
A US Equity,AGILENT TECH INC,"15,299,519,488",,New York,,Health Care
CTL US Equity,CENTURYLINK INC,"15,254,388,736",,New York,,Telecommunication Services
VMC US Equity,VULCAN MATERIALS,"15,234,039,808",,New York,,Materials
ROK US Equity,ROCKWELL AUTOMAT,"15,150,160,896",,New York,,Industrials
LRCX US Equity,LAM RESEARCH,"15,122,134,016",,NASDAQ GS,,Information Technology
ADSK US Equity,AUTODESK INC,"15,090,939,904",,NASDAQ GS,,Information Technology
RCL US Equity,ROYAL CARIBBEAN,"15,070,696,448",,New York,,Consumer Discretionary
SYMC US Equity,SYMANTEC CORP,"14,946,491,392",,NASDAQ GS,,Information Technology
SNN US Equity,SMITH & NEPH-ADR,"14,907,809,792",,New York,,Health Care
ESS US Equity,ESSEX PROPERTY,"14,794,631,168",,New York,,Real Estate
NBL US Equity,NOBLE ENERGY INC,"14,716,259,328",,New York,,Energy
DLR US Equity,DIGITAL REALTY,"14,700,891,136",,New York,,Real Estate
IBKR US Equity,INTERACTIVE BROK,"14,496,197,632",,NASDAQ GS,,Financials
SBAC US Equity,SBA COMM CORP-A,"14,439,186,432",,NASDAQ GS,,Telecommunication Services
HNP US Equity,HUANENG POWR-ADR,"14,380,747,776",,New York,,Utilities
XRAY US Equity,DENTSPLY SIRONA,"14,376,860,672",,NASDAQ GS,,Health Care
CA US Equity,CA INC,"14,323,854,336",,NASDAQ GS,,Information Technology
VRSK US Equity,VERISK ANALYTI,"14,166,463,488",,NASDAQ GS,,Industrials
ETR US Equity,ENTERGY CORP,"14,134,213,632",,New York,,Utilities
PFG US Equity,PRINCIPAL FINL,"14,106,459,136",,New York,,Financials
LH US Equity,LABORATORY CP,"14,087,733,248",,New York,,Health Care
LLTC US Equity,LINEAR TECH CORP,"14,086,020,096",,NASDAQ GS,,Information Technology
BLL US Equity,BALL CORP,"14,053,326,848",,New York,,Materials
L US Equity,LOEWS CORP,"14,033,748,992",,New York,,Financials
SEP US Equity,SPECTRA ENERGY,"14,032,854,016",,New York,,Energy
SWKS US Equity,SKYWORKS SOLUTIO,"13,990,956,032",,NASDAQ GS,,Information Technology
FE US Equity,FIRSTENERGY CORP,"13,955,005,440",,New York,,Utilities
FCX US Equity,FREEPORT-MCMORAN,"13,920,145,408",,New York,,Materials
GWW US Equity,WW GRAINGER INC,"13,909,876,736",,New York,,Industrials
MGM US Equity,MGM RESORTS INTE,"13,902,797,824",,New York,,Consumer Discretionary
TWTR US Equity,TWITTER INC,"13,836,061,696",,New York,,Information Technology
XLNX US Equity,XILINX INC,"13,804,636,160",,NASDAQ GS,,Information Technology
BRFS US Equity,BRF SA-ADR,"13,682,049,024",,New York,,Consumer Staples
KB US Equity,KB FINANCIAL-ADR,"13,645,941,760",,New York,,Financials
CHKP US Equity,CHECK POINT SOFT,"13,638,820,864",,NASDAQ GS,,Information Technology
KEY US Equity,KEYCORP,"13,581,370,368",,New York,,Financials
CTXS US Equity,CITRIX SYSTEMS,"13,545,125,888",,NASDAQ GS,,Information Technology
MCHP US Equity,MICROCHIP TECH,"13,496,432,640",,NASDAQ GS,,Information Technology
HSIC US Equity,HENRY SCHEIN INC,"13,438,300,160",,NASDAQ GS,,Health Care
WHR US Equity,WHIRLPOOL CORP,"13,427,571,712",,New York,,Consumer Discretionary
MDVN US Equity,MEDIVATION INC,"13,415,332,864",,NASDAQ GS,,Health Care
DVA US Equity,DAVITA INC,"13,402,982,400",,New York,,Health Care
RHT US Equity,RED HAT INC,"13,355,840,512",,New York,,Information Technology
WDC US Equity,WESTERN DIGITAL,"13,351,910,400",,NASDAQ GS,,Information Technology
FDC US Equity,FIRST DATA COR-A,"13,340,822,528",,New York,,Information Technology
AA US Equity,ALCOA INC,"13,324,796,928",,New York,,Materials
AWK US Equity,AMERICAN WATER W,"13,307,100,160",,New York,,Utilities
GRFS US Equity,GRIFOLS SA-ADR,"13,184,596,992",,NASDAQ GS,,Health Care
MKL US Equity,MARKEL CORP,"13,184,267,264",,New York,,Financials
MRO US Equity,MARATHON OIL,"13,124,034,560",,New York,,Energy
HOT US Equity,STARWOOD HOTELS,"13,085,859,840",,New York,,Consumer Discretionary
BSMX US Equity,GRUPO F SA-ADR B,"13,084,169,216",,New York,,Financials
AGR US Equity,AVANGRID INC,"13,043,041,280",,New York,,Utilities
PANW US Equity,PALO ALTO NETWOR,"13,008,513,024",,New York,,Information Technology
PRGO US Equity,PERRIGO CO PLC,"13,002,734,592",,New York,,Health Care
MSI US Equity,MOTOROLA SOLUTIO,"12,996,262,912",,New York,,Information Technology
LBRDA US Equity,LIBERTY BR-A,"12,955,761,664",,NASDAQ GS,,Consumer Discretionary
LBRDK US Equity,LIBERTY BR-C,"12,955,761,664",,NASDAQ GS,,Consumer Discretionary
BAP US Equity,CREDICORP LTD,"12,933,322,752",,New York,,Financials
HST US Equity,HOST HOTELS & RE,"12,926,609,408",,New York,,Real Estate
IVZ US Equity,INVESCO LTD,"12,904,159,232",,New York,,Financials
MKC US Equity,MCCORMICK-N/V,"12,896,349,184",,New York,,Consumer Staples
MKC/V US Equity,MCCORMICK-VTG,"12,896,349,184",,New York,,Consumer Staples
CHD US Equity,CHURCH & DWIGHT,"12,872,135,680",,New York,,Consumer Staples
CFG US Equity,CITIZENS FINANCI,"12,820,541,440",,New York,,Financials
XEC US Equity,CIMAREX ENERGY C,"12,815,626,240",,New York,,Energy
CINF US Equity,CINCINNATI FIN,"12,812,230,656",,NASDAQ GS,,Financials
KIM US Equity,KIMCO REALTY,"12,668,755,968",,New York,,Real Estate
NOV US Equity,NATL OILWELL VAR,"12,646,873,088",,New York,,Energy
WAT US Equity,WATERS CORP,"12,584,846,336",,New York,,Health Care
NOW US Equity,SERVICENOW INC,"12,541,479,936",,New York,,Information Technology
FAST US Equity,FASTENAL CO,"12,518,004,736",,NASDAQ GS,,Industrials
UGP US Equity,ULTRAPAR PA-ADR,"12,491,294,720",,New York,,Energy
RF US Equity,REGIONS FINANCIA,"12,464,117,760",,New York,,Financials
EQT US Equity,EQT CORP,"12,406,689,792",,New York,,Energy
CTAS US Equity,CINTAS CORP,"12,384,018,432",,NASDAQ GS,,Industrials
BBY US Equity,BEST BUY CO INC,"12,294,383,616",,New York,,Consumer Discretionary
ADS US Equity,ALLIANCE DATA,"12,285,253,632",,New York,,Information Technology
WRK US Equity,WESTROCK CO,"12,210,066,432",,New York,,Materials
SLG US Equity,SL GREEN REALTY,"12,181,494,784",,New York,,Real Estate
CEA US Equity,CHINA EASTRN-ADS,"12,097,053,696",,New York,,Industrials
AEE US Equity,AMEREN CORP,"12,049,244,160",,New York,,Utilities
AYI US Equity,ACUITY BRANDS,"12,025,059,328",,New York,,Industrials
KKR US Equity,KKR & CO LP,"11,892,307,968",,New York,,Financials
CMG US Equity,CHIPOTLE MEXICAN,"11,891,176,448",,New York,,Consumer Discretionary
CX US Equity,CEMEX SAB-SP ADR,"11,876,144,128",,New York,,Materials
NDAQ US Equity,NASDAQ INC,"11,858,067,456",,NASDAQ GS,,Financials
CMS US Equity,CMS ENERGY CORP,"11,839,568,896",,New York,,Utilities
DHI US Equity,DR HORTON INC,"11,767,953,408",,New York,,Consumer Discretionary
MAC US Equity,MACERICH CO,"11,765,800,960",,New York,,Real Estate
UHS US Equity,UNIVERSAL HLTH-B,"11,753,590,784",,New York,,Health Care
GPN US Equity,GLOBAL PAYMENTS,"11,732,970,496",,New York,,Information Technology
CNC US Equity,CENTENE CORP,"11,715,964,928",,New York,,Health Care
MLM US Equity,MARTIN MAR MTLS,"11,712,473,088",,New York,,Materials
MAS US Equity,MASCO CORP,"11,709,409,280",,New York,,Industrials
AAP US Equity,ADVANCE AUTO PAR,"11,677,121,536",,New York,,Consumer Discretionary
MXIM US Equity,MAXIM INTEGRATED,"11,657,984,000",,NASDAQ GS,,Information Technology
HRS US Equity,HARRIS CORP,"11,638,194,176",,New York,,Information Technology
PNR US Equity,PENTAIR PLC,"11,593,596,928",,New York,,Industrials
LLL US Equity,L-3 COMM HLDGS,"11,577,478,144",,New York,,Industrials
DGX US Equity,QUEST DIAGNOSTIC,"11,543,964,672",,New York,,Health Care
KMX US Equity,CARMAX INC,"11,500,001,280",,New York,,Consumer Discretionary
FRC US Equity,FIRST REPUBLIC B,"11,493,676,032",,New York,,Financials
MAT US Equity,MATTEL INC,"11,475,456,000",,NASDAQ GS,,Consumer Discretionary
AME US Equity,AMETEK INC,"11,423,398,912",,New York,,Industrials
FRT US Equity,FED REALTY INVS,"11,391,068,160",,New York,,Real Estate
MPLX US Equity,MPLX LP,"11,377,496,064",,New York,,Energy
TSCO US Equity,TRACTOR SUPPLY,"11,369,526,272",,NASDAQ GS,,Consumer Discretionary
COG US Equity,CABOT OIL & GAS,"11,354,268,672",,New York,,Energy
M US Equity,MACY'S INC,"11,302,261,760",,New York,,Consumer Discretionary
PAA US Equity,PLAINS ALL AMER,"11,299,700,736",,New York,,Energy
DOV US Equity,DOVER CORP,"11,291,957,248",,New York,,Industrials
LSXMB US Equity,LIBERTY SIRIUS-B,"11,257,821,184",,NASDAQ GS,,Consumer Discretionary
LSXMK US Equity,LIBERTY SIRIUS-C,"11,257,821,184",,NASDAQ GS,,Consumer Discretionary
LSXMA US Equity,LIBERTY SIRIUSXM,"11,257,821,184",,NASDAQ GS,,Consumer Discretionary
OKS US Equity,ONEOK PARTNERS L,"11,230,112,768",,New York,,Energy
LNC US Equity,LINCOLN NATL CRP,"11,188,144,128",,New York,,Financials
BIP US Equity,BROOKFIELD INFRA,"11,150,508,032",,New York,,Utilities
TXT US Equity,TEXTRON INC,"11,080,344,576",,New York,,Industrials
IFF US Equity,INTL FLVR & FRAG,"11,062,470,656",,New York,,Materials
COL US Equity,ROCKWELL COLLINS,"11,053,250,560",,New York,,Industrials
LKQ US Equity,LKQ CORP,"10,991,380,480",,NASDAQ GS,,Consumer Discretionary
KLAC US Equity,KLA-TENCOR CORP,"10,950,849,536",,NASDAQ GS,,Information Technology
BCH US Equity,BANCO CHILE-ADR,"10,930,676,736",,New York,,Financials
HBAN US Equity,HUNTINGTON BANC,"10,871,327,744",,NASDAQ GS,,Financials
NLY US Equity,ANNALY CAPITAL M,"10,841,352,192",,New York,,Financials
MBLY US Equity,MOBILEYE NV,"10,764,114,944",,New York,,Information Technology
HOLX US Equity,HOLOGIC INC,"10,683,553,792",,NASDAQ GS,,Health Care
COH US Equity,COACH INC,"10,641,670,144",,New York,,Consumer Discretionary
MTD US Equity,METTLER-TOLEDO,"10,636,902,400",,New York,,Health Care
WU US Equity,WESTERN UNION,"10,539,921,408",,New York,,Information Technology
WB US Equity,WEIBO CORP-ADR,"10,538,419,200",,NASDAQ GS,,Information Technology
HAS US Equity,HASBRO INC,"10,397,570,048",,NASDAQ GS,,Consumer Discretionary
KSU US Equity,KANSAS CITY SOUT,"10,341,578,752",,New York,,Industrials
MOS US Equity,MOSAIC CO/THE,"10,327,250,944",,New York,,Materials
VNTV US Equity,VANTIV INC -CL A,"10,323,122,176",,New York,,Information Technology
EXR US Equity,EXTRA SPACE STOR,"10,297,114,624",,New York,,Real Estate
FNF US Equity,FNF GROUP,"10,279,361,536",,New York,,Financials
SCG US Equity,SCANA CORP,"10,239,996,928",,New York,,Utilities
IDXX US Equity,IDEXX LABS,"10,215,689,216",,NASDAQ GS,,Health Care
IRM US Equity,IRON MOUNTAIN,"10,211,415,040",,New York,,Real Estate
BSAC US Equity,BANCO SANTAN-ADR,"10,180,801,536",,New York,,Financials
VER US Equity,VEREIT INC,"10,180,285,440",,New York,,Real Estate
CHRW US Equity,CH ROBINSON,"10,177,897,472",,NASDAQ GS,,Industrials
STX US Equity,SEAGATE TECHNOLO,"10,168,153,088",,NASDAQ GS,,Information Technology
OKE US Equity,ONEOK INC,"10,155,197,440",,New York,,Energy
CNHI US Equity,CNH INDUSTRIAL N,"10,143,016,960",,New York,,Industrials
EMN US Equity,EASTMAN CHEMICAL,"10,130,087,936",,New York,,Materials
CBG US Equity,CBRE GROUP INC-A,"10,125,608,960",,New York,,Real Estate
QVCB US Equity,LIBERTY INTER-B,"10,119,839,744",,NASDAQ GS,,Consumer Discretionary
QVCA US Equity,LIBERTY INTER-A,"10,119,839,744",,NASDAQ GS,,Consumer Discretionary
INGR US Equity,INGREDION INC,"10,049,177,600",,New York,,Consumer Staples
XRX US Equity,XEROX CORP,"10,021,572,608",,New York,,Information Technology
ACGL US Equity,ARCH CAPITAL GRP,"10,020,262,912",,NASDAQ GS,,Financials
HBI US Equity,HANESBRANDS INC,"9,973,872,640",,New York,,Consumer Discretionary
DRE US Equity,DUKE REALTY CORP,"9,922,929,664",,New York,,Real Estate
WWAV US Equity,WHITEWAVE FOOD,"9,864,339,456",,New York,,Consumer Staples
FBHS US Equity,FORTUNE BRANDS H,"9,817,416,704",,New York,,Industrials
WFM US Equity,WHOLE FOODS MKT,"9,812,802,560",,NASDAQ GS,,Consumer Staples
IMS US Equity,IMS HEALTH HOLDI,"9,789,084,672",,New York,,Health Care
CNP US Equity,CENTERPOINT ENER,"9,746,327,552",,New York,,Utilities
NTAP US Equity,NETAPP INC,"9,725,509,632",,NASDAQ GS,,Information Technology
LEN/B US Equity,LENNAR CORP-B,"9,704,781,824",,New York,,Consumer Discretionary
LEN US Equity,LENNAR CORP-A,"9,704,781,824",,New York,,Consumer Discretionary
UDR US Equity,UDR INC,"9,678,169,088",,New York,,Real Estate
AKAM US Equity,AKAMAI TECHNOLOG,"9,667,504,128",,NASDAQ GS,,Information Technology
LPL US Equity,LG DISPLAY-ADR,"9,639,555,072",,New York,,Information Technology
PSO US Equity,PEARSON PLC-ADR,"9,594,146,816",,New York,,Consumer Discretionary
ALLY US Equity,ALLY FINANCIAL I,"9,586,099,200",,New York,,Financials
SEE US Equity,SEALED AIR CORP,"9,559,763,968",,New York,,Materials
ASX US Equity,ADV SEMI ENG-ADR,"9,555,889,152",,New York,,Information Technology
XL US Equity,XL GROUP LTD,"9,555,293,184",,New York,,Financials
GPS US Equity,GAP INC/THE,"9,531,571,200",,New York,,Consumer Discretionary
AVAL US Equity,GRUPO AVAL ACCIO,"9,508,493,312",,New York,,Financials
HOG US Equity,HARLEY-DAVIDSON,"9,492,345,856",,New York,,Consumer Discretionary
RMD US Equity,RESMED INC,"9,435,337,728",,New York,,Health Care
ZNH US Equity,CHINA SOUTH-ADR,"9,418,419,200",,New York,,Industrials
